start_node_id,end_node_id,rel_type,link,status,start_date,end_date,source_id
11000590,10163191,intermediary_of,intermediary of,,,,Panama Papers
11000592,10109767,intermediary_of,intermediary of,,,,Panama Papers
11000705,10010289,intermediary_of,intermediary of,,,,Panama Papers
11000705,10055543,intermediary_of,intermediary of,,,,Panama Papers
11000705,10059640,intermediary_of,intermediary of,,,,Panama Papers
11000705,10059727,intermediary_of,intermediary of,,,,Panama Papers
11000705,10062842,intermediary_of,intermediary of,,,,Panama Papers
11000705,10074565,intermediary_of,intermediary of,,,,Panama Papers
11000705,10076424,intermediary_of,intermediary of,,,,Panama Papers
11000705,10085672,intermediary_of,intermediary of,,,,Panama Papers
11000705,10086839,intermediary_of,intermediary of,,,,Panama Papers
11000705,10095150,intermediary_of,intermediary of,,,,Panama Papers
11000705,10098474,intermediary_of,intermediary of,,,,Panama Papers
11000705,10106717,intermediary_of,intermediary of,,,,Panama Papers
11000705,10113509,intermediary_of,intermediary of,,,,Panama Papers
11000705,10117058,intermediary_of,intermediary of,,,,Panama Papers
11000705,10118291,intermediary_of,intermediary of,,,,Panama Papers
11000705,10118588,intermediary_of,intermediary of,,,,Panama Papers
11000705,10119700,intermediary_of,intermediary of,,,,Panama Papers
11000705,10121297,intermediary_of,intermediary of,,,,Panama Papers
11000705,10124332,intermediary_of,intermediary of,,,,Panama Papers
11000705,10125947,intermediary_of,intermediary of,,,,Panama Papers
11000705,10132461,intermediary_of,intermediary of,,,,Panama Papers
11000705,10138484,intermediary_of,intermediary of,,,,Panama Papers
11000705,10143553,intermediary_of,intermediary of,,,,Panama Papers
11000705,10145467,intermediary_of,intermediary of,,,,Panama Papers
11000705,10145494,intermediary_of,intermediary of,,,,Panama Papers
11000705,10148578,intermediary_of,intermediary of,,,,Panama Papers
11000705,10167754,intermediary_of,intermediary of,,,,Panama Papers
11000705,10175071,intermediary_of,intermediary of,,,,Panama Papers
11000705,10178547,intermediary_of,intermediary of,,,,Panama Papers
11000705,10181870,intermediary_of,intermediary of,,,,Panama Papers
11000705,10199093,intermediary_of,intermediary of,,,,Panama Papers
11000705,10213178,intermediary_of,intermediary of,,,,Panama Papers
11000756,10068870,intermediary_of,intermediary of,,,,Panama Papers
11000922,10025564,intermediary_of,intermediary of,,,,Panama Papers
11001217,10045590,intermediary_of,intermediary of,,,,Panama Papers
11001217,10051255,intermediary_of,intermediary of,,,,Panama Papers
11001217,10159562,intermediary_of,intermediary of,,,,Panama Papers
11001217,10162505,intermediary_of,intermediary of,,,,Panama Papers
11001230,10096459,intermediary_of,intermediary of,,,,Panama Papers
11001250,10140122,intermediary_of,intermediary of,,,,Panama Papers
11001293,10058131,intermediary_of,intermediary of,,,,Panama Papers
11001293,10099903,intermediary_of,intermediary of,,,,Panama Papers
11001293,10101287,intermediary_of,intermediary of,,,,Panama Papers
11001293,10102661,intermediary_of,intermediary of,,,,Panama Papers
11001293,10103871,intermediary_of,intermediary of,,,,Panama Papers
11001293,10122501,intermediary_of,intermediary of,,,,Panama Papers
11001293,10127847,intermediary_of,intermediary of,,,,Panama Papers
11001293,10129611,intermediary_of,intermediary of,,,,Panama Papers
11001293,10138604,intermediary_of,intermediary of,,,,Panama Papers
11001293,10176979,intermediary_of,intermediary of,,,,Panama Papers
11001293,10208752,intermediary_of,intermediary of,,,,Panama Papers
11001487,10008496,intermediary_of,intermediary of,,,,Panama Papers
11001487,10051441,intermediary_of,intermediary of,,,,Panama Papers
11001487,10053248,intermediary_of,intermediary of,,,,Panama Papers
11001487,10055024,intermediary_of,intermediary of,,,,Panama Papers
11001487,10056014,intermediary_of,intermediary of,,,,Panama Papers
11001487,10058911,intermediary_of,intermediary of,,,,Panama Papers
11001487,10058933,intermediary_of,intermediary of,,,,Panama Papers
11001487,10059442,intermediary_of,intermediary of,,,,Panama Papers
11001487,10060911,intermediary_of,intermediary of,,,,Panama Papers
11001487,10061443,intermediary_of,intermediary of,,,,Panama Papers
11001487,10063654,intermediary_of,intermediary of,,,,Panama Papers
11001487,10064291,intermediary_of,intermediary of,,,,Panama Papers
11001487,10066162,intermediary_of,intermediary of,,,,Panama Papers
11001487,10066433,intermediary_of,intermediary of,,,,Panama Papers
11001487,10067103,intermediary_of,intermediary of,,,,Panama Papers
11001487,10067635,intermediary_of,intermediary of,,,,Panama Papers
11001487,10068750,intermediary_of,intermediary of,,,,Panama Papers
11001487,10069936,intermediary_of,intermediary of,,,,Panama Papers
11001487,10071855,intermediary_of,intermediary of,,,,Panama Papers
11001487,10076752,intermediary_of,intermediary of,,,,Panama Papers
11001487,10078524,intermediary_of,intermediary of,,,,Panama Papers
11001487,10078644,intermediary_of,intermediary of,,,,Panama Papers
11001487,10084823,intermediary_of,intermediary of,,,,Panama Papers
11001487,10088306,intermediary_of,intermediary of,,,,Panama Papers
11001487,10091071,intermediary_of,intermediary of,,,,Panama Papers
11001487,10099035,intermediary_of,intermediary of,,,,Panama Papers
11001487,10102552,intermediary_of,intermediary of,,,,Panama Papers
11001487,10117086,intermediary_of,intermediary of,,,,Panama Papers
11001487,10130006,intermediary_of,intermediary of,,,,Panama Papers
11001487,10162204,intermediary_of,intermediary of,,,,Panama Papers
11001487,10186333,intermediary_of,intermediary of,,,,Panama Papers
11001487,10195439,intermediary_of,intermediary of,,,,Panama Papers
11001487,10195539,intermediary_of,intermediary of,,,,Panama Papers
11001487,10196956,intermediary_of,intermediary of,,,,Panama Papers
11001487,10211431,intermediary_of,intermediary of,,,,Panama Papers
11001510,10124769,intermediary_of,intermediary of,,,,Panama Papers
11001773,10120760,intermediary_of,intermediary of,,,,Panama Papers
11001805,10163868,intermediary_of,intermediary of,,,,Panama Papers
11001805,10164211,intermediary_of,intermediary of,,,,Panama Papers
11001860,10074746,intermediary_of,intermediary of,,,,Panama Papers
11001871,10166295,intermediary_of,intermediary of,,,,Panama Papers
11002434,10115563,intermediary_of,intermediary of,,,,Panama Papers
11002488,10187940,intermediary_of,intermediary of,,,,Panama Papers
11002556,10127476,intermediary_of,intermediary of,,,,Panama Papers
11002556,10131080,intermediary_of,intermediary of,,,,Panama Papers
11002556,10135956,intermediary_of,intermediary of,,,,Panama Papers
11002556,10136622,intermediary_of,intermediary of,,,,Panama Papers
11002556,10142094,intermediary_of,intermediary of,,,,Panama Papers
11002556,10145722,intermediary_of,intermediary of,,,,Panama Papers
11002556,10146175,intermediary_of,intermediary of,,,,Panama Papers
11002963,10094986,intermediary_of,intermediary of,,,,Panama Papers
11003171,10128070,intermediary_of,intermediary of,,,,Panama Papers
11003261,10014372,intermediary_of,intermediary of,,,,Panama Papers
11003261,10020077,intermediary_of,intermediary of,,,,Panama Papers
11003261,10165719,intermediary_of,intermediary of,,,,Panama Papers
11003261,10186864,intermediary_of,intermediary of,,,,Panama Papers
11003402,10207604,intermediary_of,intermediary of,,,,Panama Papers
11003475,10015257,intermediary_of,intermediary of,,,,Panama Papers
11003766,10022042,intermediary_of,intermediary of,,,,Panama Papers
11003847,10158847,intermediary_of,intermediary of,,,,Panama Papers
11003873,10050529,intermediary_of,intermediary of,,,,Panama Papers
11003875,10121785,intermediary_of,intermediary of,,,,Panama Papers
11003878,10202820,intermediary_of,intermediary of,,,,Panama Papers
11003939,10091737,intermediary_of,intermediary of,,,,Panama Papers
11003939,10105133,intermediary_of,intermediary of,,,,Panama Papers
11003948,10030980,intermediary_of,intermediary of,,,,Panama Papers
11003948,10031835,intermediary_of,intermediary of,,,,Panama Papers
11003948,10032446,intermediary_of,intermediary of,,,,Panama Papers
11003948,10033337,intermediary_of,intermediary of,,,,Panama Papers
11003948,10033344,intermediary_of,intermediary of,,,,Panama Papers
11003948,10033778,intermediary_of,intermediary of,,,,Panama Papers
11003948,10033956,intermediary_of,intermediary of,,,,Panama Papers
11003948,10033963,intermediary_of,intermediary of,,,,Panama Papers
11003948,10034550,intermediary_of,intermediary of,,,,Panama Papers
11003948,10035042,intermediary_of,intermediary of,,,,Panama Papers
11003948,10035323,intermediary_of,intermediary of,,,,Panama Papers
11003948,10035345,intermediary_of,intermediary of,,,,Panama Papers
11003948,10036501,intermediary_of,intermediary of,,,,Panama Papers
11003948,10036938,intermediary_of,intermediary of,,,,Panama Papers
11003948,10038178,intermediary_of,intermediary of,,,,Panama Papers
11003948,10038373,intermediary_of,intermediary of,,,,Panama Papers
11003948,10038933,intermediary_of,intermediary of,,,,Panama Papers
11003948,10040978,intermediary_of,intermediary of,,,,Panama Papers
11003948,10041951,intermediary_of,intermediary of,,,,Panama Papers
11003948,10044416,intermediary_of,intermediary of,,,,Panama Papers
11003948,10045291,intermediary_of,intermediary of,,,,Panama Papers
11003948,10045439,intermediary_of,intermediary of,,,,Panama Papers
11003948,10047275,intermediary_of,intermediary of,,,,Panama Papers
11003948,10051751,intermediary_of,intermediary of,,,,Panama Papers
11003948,10052034,intermediary_of,intermediary of,,,,Panama Papers
11003948,10055311,intermediary_of,intermediary of,,,,Panama Papers
11003948,10056383,intermediary_of,intermediary of,,,,Panama Papers
11003948,10062129,intermediary_of,intermediary of,,,,Panama Papers
11003948,10079002,intermediary_of,intermediary of,,,,Panama Papers
11003948,10081997,intermediary_of,intermediary of,,,,Panama Papers
11003948,10084001,intermediary_of,intermediary of,,,,Panama Papers
11003948,10085519,intermediary_of,intermediary of,,,,Panama Papers
11003948,10085861,intermediary_of,intermediary of,,,,Panama Papers
11003948,10088516,intermediary_of,intermediary of,,,,Panama Papers
11003948,10093125,intermediary_of,intermediary of,,,,Panama Papers
11003948,10094830,intermediary_of,intermediary of,,,,Panama Papers
11003948,10099505,intermediary_of,intermediary of,,,,Panama Papers
11003948,10102983,intermediary_of,intermediary of,,,,Panama Papers
11003948,10116391,intermediary_of,intermediary of,,,,Panama Papers
11003948,10117408,intermediary_of,intermediary of,,,,Panama Papers
11003948,10126481,intermediary_of,intermediary of,,,,Panama Papers
11003948,10129455,intermediary_of,intermediary of,,,,Panama Papers
11003948,10136080,intermediary_of,intermediary of,,,,Panama Papers
11003948,10162957,intermediary_of,intermediary of,,,,Panama Papers
11003948,10168043,intermediary_of,intermediary of,,,,Panama Papers
11003948,10191916,intermediary_of,intermediary of,,,,Panama Papers
11003948,10192085,intermediary_of,intermediary of,,,,Panama Papers
11003948,10193774,intermediary_of,intermediary of,,,,Panama Papers
11003948,10193870,intermediary_of,intermediary of,,,,Panama Papers
11003948,10202751,intermediary_of,intermediary of,,,,Panama Papers
11003969,10006350,intermediary_of,intermediary of,,,,Panama Papers
11003996,10062619,intermediary_of,intermediary of,,,,Panama Papers
11004057,10045435,intermediary_of,intermediary of,,,,Panama Papers
11004057,10124971,intermediary_of,intermediary of,,,,Panama Papers
11004195,10193415,intermediary_of,intermediary of,,,,Panama Papers
11004228,10144217,intermediary_of,intermediary of,,,,Panama Papers
11004355,10031166,intermediary_of,intermediary of,,,,Panama Papers
11004410,10089176,intermediary_of,intermediary of,,,,Panama Papers
11004504,10210666,intermediary_of,intermediary of,,,,Panama Papers
11004504,10211489,intermediary_of,intermediary of,,,,Panama Papers
11004541,10133055,intermediary_of,intermediary of,,,,Panama Papers
11004652,10138032,intermediary_of,intermediary of,,,,Panama Papers
11004652,10158284,intermediary_of,intermediary of,,,,Panama Papers
11004663,10126484,intermediary_of,intermediary of,,,,Panama Papers
11005185,10141047,intermediary_of,intermediary of,,,,Panama Papers
11005360,10022657,intermediary_of,intermediary of,,,,Panama Papers
11005483,10146899,intermediary_of,intermediary of,,,,Panama Papers
11005712,10097324,intermediary_of,intermediary of,,,,Panama Papers
11005721,10163976,intermediary_of,intermediary of,,,,Panama Papers
11005881,10049425,intermediary_of,intermediary of,,,,Panama Papers
11005958,10114951,intermediary_of,intermediary of,,,,Panama Papers
11006065,10050004,intermediary_of,intermediary of,,,,Panama Papers
11006247,10047593,intermediary_of,intermediary of,,,,Panama Papers
11006247,10109176,intermediary_of,intermediary of,,,,Panama Papers
11006328,10116322,intermediary_of,intermediary of,,,,Panama Papers
11006328,10155893,intermediary_of,intermediary of,,,,Panama Papers
11006328,10160820,intermediary_of,intermediary of,,,,Panama Papers
11006328,10163776,intermediary_of,intermediary of,,,,Panama Papers
11006328,10164732,intermediary_of,intermediary of,,,,Panama Papers
11006328,10170575,intermediary_of,intermediary of,,,,Panama Papers
11006479,10142573,intermediary_of,intermediary of,,,,Panama Papers
11006496,10188453,intermediary_of,intermediary of,,,,Panama Papers
11006585,10200377,intermediary_of,intermediary of,,,,Panama Papers
11006674,10004871,intermediary_of,intermediary of,,,,Panama Papers
11006715,10123223,intermediary_of,intermediary of,,,,Panama Papers
11006715,10125080,intermediary_of,intermediary of,,,,Panama Papers
11006715,10127259,intermediary_of,intermediary of,,,,Panama Papers
11006719,10012649,intermediary_of,intermediary of,,,,Panama Papers
11006719,10058922,intermediary_of,intermediary of,,,,Panama Papers
11006719,10104336,intermediary_of,intermediary of,,,,Panama Papers
11006719,10111696,intermediary_of,intermediary of,,,,Panama Papers
11006719,10193872,intermediary_of,intermediary of,,,,Panama Papers
11006873,10110810,intermediary_of,intermediary of,,,,Panama Papers
11007012,10075261,intermediary_of,intermediary of,,,,Panama Papers
11007012,10090709,intermediary_of,intermediary of,,,,Panama Papers
11007012,10108421,intermediary_of,intermediary of,,,,Panama Papers
11007012,10204245,intermediary_of,intermediary of,,,,Panama Papers
11007155,10195984,intermediary_of,intermediary of,,,,Panama Papers
11007207,10005889,intermediary_of,intermediary of,,,,Panama Papers
11007207,10099779,intermediary_of,intermediary of,,,,Panama Papers
11007207,10150136,intermediary_of,intermediary of,,,,Panama Papers
11007386,10163894,intermediary_of,intermediary of,,,,Panama Papers
11007528,10054479,intermediary_of,intermediary of,,,,Panama Papers
11007745,10002739,intermediary_of,intermediary of,,,,Panama Papers
11007921,10002056,intermediary_of,intermediary of,,,,Panama Papers
11007921,10041025,intermediary_of,intermediary of,,,,Panama Papers
11007921,10065768,intermediary_of,intermediary of,,,,Panama Papers
11007921,10198171,intermediary_of,intermediary of,,,,Panama Papers
11007993,10021258,intermediary_of,intermediary of,,,,Panama Papers
11008049,10121298,intermediary_of,intermediary of,,,,Panama Papers
11008334,10022287,intermediary_of,intermediary of,,,,Panama Papers
11008573,10173803,intermediary_of,intermediary of,,,,Panama Papers
11008573,10174638,intermediary_of,intermediary of,,,,Panama Papers
11008741,10063213,intermediary_of,intermediary of,,,,Panama Papers
11008741,10063471,intermediary_of,intermediary of,,,,Panama Papers
11008741,10066434,intermediary_of,intermediary of,,,,Panama Papers
11008741,10069450,intermediary_of,intermediary of,,,,Panama Papers
11008741,10070949,intermediary_of,intermediary of,,,,Panama Papers
11008741,10074744,intermediary_of,intermediary of,,,,Panama Papers
11008741,10075092,intermediary_of,intermediary of,,,,Panama Papers
11008741,10083267,intermediary_of,intermediary of,,,,Panama Papers
11008741,10090077,intermediary_of,intermediary of,,,,Panama Papers
11008741,10095602,intermediary_of,intermediary of,,,,Panama Papers
11008741,10098497,intermediary_of,intermediary of,,,,Panama Papers
11008741,10104230,intermediary_of,intermediary of,,,,Panama Papers
11008741,10111558,intermediary_of,intermediary of,,,,Panama Papers
11008741,10117613,intermediary_of,intermediary of,,,,Panama Papers
11008741,10118751,intermediary_of,intermediary of,,,,Panama Papers
11008741,10119107,intermediary_of,intermediary of,,,,Panama Papers
11008741,10132281,intermediary_of,intermediary of,,,,Panama Papers
11008741,10133091,intermediary_of,intermediary of,,,,Panama Papers
11008741,10134636,intermediary_of,intermediary of,,,,Panama Papers
11008741,10134992,intermediary_of,intermediary of,,,,Panama Papers
11008741,10140668,intermediary_of,intermediary of,,,,Panama Papers
11008741,10144480,intermediary_of,intermediary of,,,,Panama Papers
11008741,10150102,intermediary_of,intermediary of,,,,Panama Papers
11008741,10178164,intermediary_of,intermediary of,,,,Panama Papers
11008741,10194145,intermediary_of,intermediary of,,,,Panama Papers
11008741,10198913,intermediary_of,intermediary of,,,,Panama Papers
11008741,10199079,intermediary_of,intermediary of,,,,Panama Papers
11008741,10199424,intermediary_of,intermediary of,,,,Panama Papers
11008741,10201523,intermediary_of,intermediary of,,,,Panama Papers
11008741,10203211,intermediary_of,intermediary of,,,,Panama Papers
11009124,10213776,intermediary_of,intermediary of,,,,Panama Papers
11009131,10137004,intermediary_of,intermediary of,,,,Panama Papers
11009131,10144153,intermediary_of,intermediary of,,,,Panama Papers
11009191,10002747,intermediary_of,intermediary of,,,,Panama Papers
11009308,10059188,intermediary_of,intermediary of,,,,Panama Papers
11009326,10153245,intermediary_of,intermediary of,,,,Panama Papers
11009630,10165563,intermediary_of,intermediary of,,,,Panama Papers
11010137,10010502,intermediary_of,intermediary of,,,,Panama Papers
11010137,10059984,intermediary_of,intermediary of,,,,Panama Papers
11010137,10062920,intermediary_of,intermediary of,,,,Panama Papers
11010137,10067184,intermediary_of,intermediary of,,,,Panama Papers
11010137,10068017,intermediary_of,intermediary of,,,,Panama Papers
11010137,10072641,intermediary_of,intermediary of,,,,Panama Papers
11010137,10073211,intermediary_of,intermediary of,,,,Panama Papers
11010137,10073274,intermediary_of,intermediary of,,,,Panama Papers
11010137,10074451,intermediary_of,intermediary of,,,,Panama Papers
11010137,10078161,intermediary_of,intermediary of,,,,Panama Papers
11010137,10078652,intermediary_of,intermediary of,,,,Panama Papers
11010137,10089820,intermediary_of,intermediary of,,,,Panama Papers
11010137,10091891,intermediary_of,intermediary of,,,,Panama Papers
11010137,10108632,intermediary_of,intermediary of,,,,Panama Papers
11010137,10109711,intermediary_of,intermediary of,,,,Panama Papers
11010137,10109723,intermediary_of,intermediary of,,,,Panama Papers
11010137,10125185,intermediary_of,intermediary of,,,,Panama Papers
11010137,10129392,intermediary_of,intermediary of,,,,Panama Papers
11010137,10173704,intermediary_of,intermediary of,,,,Panama Papers
11010137,10174187,intermediary_of,intermediary of,,,,Panama Papers
11010137,10174575,intermediary_of,intermediary of,,,,Panama Papers
11010137,10175454,intermediary_of,intermediary of,,,,Panama Papers
11010137,10176810,intermediary_of,intermediary of,,,,Panama Papers
11010137,10176893,intermediary_of,intermediary of,,,,Panama Papers
11010137,10178526,intermediary_of,intermediary of,,,,Panama Papers
11010137,10178939,intermediary_of,intermediary of,,,,Panama Papers
11010137,10180793,intermediary_of,intermediary of,,,,Panama Papers
11010137,10181202,intermediary_of,intermediary of,,,,Panama Papers
11010137,10183298,intermediary_of,intermediary of,,,,Panama Papers
11010137,10199330,intermediary_of,intermediary of,,,,Panama Papers
11010137,10199687,intermediary_of,intermediary of,,,,Panama Papers
11010137,10202331,intermediary_of,intermediary of,,,,Panama Papers
11010137,10212446,intermediary_of,intermediary of,,,,Panama Papers
11010137,10213137,intermediary_of,intermediary of,,,,Panama Papers
11010138,10001441,intermediary_of,intermediary of,,,,Panama Papers
11010138,10003178,intermediary_of,intermediary of,,,,Panama Papers
11010138,10037408,intermediary_of,intermediary of,,,,Panama Papers
11010138,10041350,intermediary_of,intermediary of,,,,Panama Papers
11010138,10086604,intermediary_of,intermediary of,,,,Panama Papers
11010138,10097125,intermediary_of,intermediary of,,,,Panama Papers
11010138,10115416,intermediary_of,intermediary of,,,,Panama Papers
11010138,10117699,intermediary_of,intermediary of,,,,Panama Papers
11010138,10121120,intermediary_of,intermediary of,,,,Panama Papers
11010138,10126413,intermediary_of,intermediary of,,,,Panama Papers
