transaction_key,account_key,secondary_account_key,transaction_type_code,country_code_2,currency_code,counterparty_account_key,branch_key,sub_account_key,amount,transaction_ts
TXN-GEN-000000019,ACCT-00002,-1,100,MO,DZD,CP-902,BR-007,-1,4790.41,2025-01-26T20:09:14Z
TXN-GEN-000000020,ACCT-00002,-1,140,KZ,HKD,CP-990,BR-053,-1,5906.73,2025-01-29T11:12:49Z
TXN-GEN-000000021,ACCT-00002,-1,140,SA,GYD,CP-889,BR-062,-1,14511.60,2025-01-04T18:10:38Z
TXN-GEN-000000022,ACCT-00002,-1,120,MU,AWG,CP-990,BR-074,-1,14547.14,2025-01-10T03:58:02Z
TXN-GEN-000000023,ACCT-00002,-1,130,GM,UYW,CP-889,BR-072,-1,13404.21,2025-01-03T14:32:58Z
TXN-GEN-000000024,ACCT-00003,-1,100,KE,VES,CP-889,BR-067,-1,2180.41,2025-01-15T17:25:21Z
TXN-GEN-000000025,ACCT-00003,-1,80,VU,UYU,CP-990,BR-071,-1,72.33,2025-01-26T09:41:45Z
TXN-GEN-000000026,ACCT-00003,-1,90,TK,STN,CP-889,BR-069,-1,2328.91,2025-01-22T19:33:57Z
TXN-GEN-000000027,ACCT-00004,-1,70,GM,GTQ,CP-889,BR-035,-1,1699.98,2025-01-23T16:31:44Z
TXN-GEN-000000028,ACCT-00004,-1,80,AG,AWG,CP-889,BR-061,-1,3342.36,2025-01-26T03:04:55Z
TXN-GEN-000000029,ACCT-00004,-1,110,SI,CDF,CP-889,BR-059,-1,3080.72,2025-01-30T17:19:54Z
TXN-GEN-000000030,ACCT-00004,-1,100,SM,CNY,CP-902,BR-008,-1,4255.51,2025-01-02T10:52:20Z
TXN-GEN-000000031,ACCT-00004,-1,70,ES,JPY,CP-902,BR-045,-1,4872.48,2025-01-10T03:07:44Z
TXN-GEN-000000032,ACCT-00004,-1,130,LV,MGA,CP-889,BR-005,-1,13696.20,2025-01-20T16:28:34Z
TXN-GEN-000000033,ACCT-00004,-1,110,GN,COP,CP-990,BR-032,-1,4841.62,2025-01-16T19:05:36Z
TXN-GEN-000000034,ACCT-00005,-1,100,CY,STN,CP-990,BR-020,-1,1840.55,2025-01-24T10:31:39Z
TXN-GEN-000000035,ACCT-00005,-1,110,LY,NAD,CP-990,BR-078,-1,6552.50,2025-01-05T00:57:11Z
TXN-GEN-000000036,ACCT-00005,-1,90,MR,TND,CP-902,BR-064,-1,730.43,2025-01-28T03:32:23Z
TXN-GEN-000000037,ACCT-00005,-1,110,DO,ERN,CP-990,BR-020,-1,1011.09,2025-01-20T18:21:22Z
TXN-GEN-000000038,ACCT-00005,-1,100,MD,QAR,CP-990,BR-017,-1,2745.40,2025-01-21T17:30:55Z
TXN-GEN-000000039,ACCT-00005,-1,110,LI,GBP,CP-902,BR-001,-1,7448.49,2025-01-12T18:39:04Z
TXN-GEN-000000040,ACCT-00005,-1,80,JE,BYN,CP-990,BR-049,-1,2473.71,2025-01-17T06:18:13Z
TXN-GEN-000000041,ACCT-00005,-1,100,GA,BRL,CP-902,BR-044,-1,371.52,2025-01-09T06:27:10Z
TXN-GEN-000000042,ACCT-00006,-1,90,SV,XPD,CP-990,BR-033,-1,538.36,2025-01-22T04:14:53Z
TXN-GEN-000000043,ACCT-00006,-1,100,TN,MWK,CP-990,BR-056,-1,1081.89,2025-01-11T12:29:27Z
TXN-GEN-000000044,ACCT-00006,-1,130,GE,NPR,CP-990,BR-027,-1,14174.81,2025-01-14T02:51:03Z
TXN-GEN-000000045,ACCT-00007,-1,110,VN,DZD,CP-902,BR-028,-1,13398.05,2025-01-22T19:30:28Z
TXN-GEN-000000046,ACCT-00007,-1,100,RO,GHS,CP-889,BR-082,-1,4272.30,2025-01-11T02:23:53Z
TXN-GEN-000000047,ACCT-00007,-1,130,CU,MOP,CP-990,BR-065,-1,6847.10,2025-01-04T11:07:22Z
TXN-GEN-000000048,ACCT-00008,-1,80,JM,NGN,CP-889,BR-088,-1,1193.66,2025-01-07T08:58:02Z
TXN-GEN-000000049,ACCT-00008,-1,130,TJ,ZWG,CP-889,BR-042,-1,7303.33,2025-01-19T08:55:00Z
TXN-GEN-000000050,ACCT-00008,-1,130,LB,ALL,CP-902,BR-013,-1,12870.58,2025-01-11T09:28:13Z
TXN-GEN-000000051,ACCT-00008,-1,130,CN,SRD,CP-889,BR-034,-1,1514.51,2025-01-24T08:57:43Z
TXN-GEN-000000052,ACCT-00008,-1,140,EH,CZK,CP-889,BR-016,-1,3001.90,2025-01-07T06:12:43Z
TXN-GEN-000000053,ACCT-00008,-1,110,UG,KWD,CP-990,BR-083,-1,834.24,2025-01-22T09:55:36Z
TXN-GEN-000000054,ACCT-00008,-1,110,HN,SZL,CP-902,BR-073,-1,4687.84,2025-01-26T19:02:50Z
TXN-GEN-000000055,ACCT-00008,-1,70,FM,TND,CP-990,BR-010,-1,3551.90,2025-01-02T12:15:08Z
TXN-GEN-000000056,ACCT-00008,-1,70,GS,SGD,CP-889,BR-065,-1,1486.89,2025-01-14T08:01:41Z
TXN-GEN-000000057,ACCT-00008,-1,80,KW,RON,CP-902,BR-064,-1,1872.22,2025-01-03T02:44:35Z
TXN-GEN-000000058,ACCT-00008,-1,120,SR,CLF,CP-902,BR-067,-1,142.18,2025-01-11T15:59:42Z
TXN-GEN-000000059,ACCT-00009,-1,80,VN,CHW,CP-990,BR-060,-1,3574.19,2025-01-02T23:37:42Z
TXN-GEN-000000060,ACCT-00009,-1,90,JP,BHD,CP-990,BR-035,-1,2747.15,2025-01-10T13:25:07Z
TXN-GEN-000000061,ACCT-00009,-1,70,BJ,CUP,CP-902,BR-029,-1,548.90,2025-01-29T19:00:15Z
TXN-GEN-000000062,ACCT-00009,-1,110,GM,TZS,CP-889,BR-056,-1,4559.46,2025-01-15T14:08:31Z
TXN-GEN-000000063,ACCT-00009,-1,80,KM,CHE,CP-902,BR-069,-1,35.50,2025-01-19T15:09:09Z
TXN-GEN-000000064,ACCT-00009,-1,120,AX,SHP,CP-889,BR-069,-1,13896.97,2025-01-23T07:02:15Z
TXN-GEN-000000065,ACCT-00009,-1,140,BS,VES,CP-990,BR-020,-1,9121.65,2025-01-15T09:55:20Z
TXN-GEN-000000066,ACCT-00009,-1,80,TJ,DKK,CP-990,BR-087,-1,3407.04,2025-01-16T15:24:56Z
TXN-GEN-000000067,ACCT-00009,-1,100,SM,BWP,CP-889,BR-049,-1,3747.58,2025-01-15T07:40:53Z
TXN-GEN-000000068,ACCT-00009,-1,70,IO,XUA,CP-902,BR-074,-1,2582.80,2025-01-24T18:03:54Z
TXN-GEN-000000069,ACCT-00009,-1,100,IM,WST,CP-889,BR-029,-1,2518.04,2025-01-28T07:40:04Z
TXN-GEN-000000070,ACCT-00009,-1,120,KP,LKR,CP-889,BR-080,-1,9874.81,2025-01-12T05:45:42Z
TXN-GEN-000000071,ACCT-00009,-1,80,KN,GNF,CP-902,BR-056,-1,3764.89,2025-01-10T22:49:43Z
TXN-GEN-000000072,ACCT-00009,-1,120,CU,CNY,CP-889,BR-001,-1,9273.95,2025-01-22T05:05:52Z
TXN-GEN-000000073,ACCT-00009,-1,110,TN,MUR,CP-902,BR-050,-1,13333.93,2025-01-03T11:34:25Z
TXN-GEN-000000074,ACCT-00009,-1,70,WF,AMD,CP-889,BR-081,-1,2806.96,2025-01-26T22:28:47Z
TXN-GEN-000000075,ACCT-00009,-1,120,SJ,XSU,CP-889,BR-046,-1,4837.12,2025-01-29T17:34:42Z
TXN-GEN-000000076,ACCT-00009,-1,120,ET,UYI,CP-902,BR-058,-1,3599.47,2025-01-30T01:46:59Z
TXN-GEN-000000077,ACCT-00009,-1,80,BY,RUB,CP-990,BR-020,-1,138.84,2025-01-07T05:27:54Z
TXN-GEN-000000078,ACCT-00009,-1,140,AE,ETB,CP-902,BR-049,-1,134.10,2025-01-29T11:22:15Z
TXN-GEN-000000079,ACCT-00009,-1,130,CV,CVE,CP-990,BR-003,-1,4215.67,2025-01-05T19:49:37Z
TXN-GEN-000000080,ACCT-00009,-1,140,DE,PGK,CP-990,BR-047,-1,2271.18,2025-01-16T21:08:10Z
TXN-GEN-000000081,ACCT-00009,-1,110,CK,CHE,CP-889,BR-064,-1,7054.30,2025-01-22T17:04:01Z
TXN-GEN-000000082,ACCT-00010,-1,120,ID,ALL,CP-902,BR-035,-1,3932.34,2025-01-22T21:25:05Z
TXN-GEN-000000083,ACCT-00010,-1,90,BM,AZN,CP-902,BR-015,-1,1076.99,2025-01-25T23:27:19Z
TXN-GEN-000000084,ACCT-00010,-1,70,GL,HTG,CP-889,BR-065,-1,1784.69,2025-01-10T03:09:32Z
TXN-GEN-000000085,ACCT-00010,-1,90,MO,XAD,CP-990,BR-002,-1,4228.45,2025-01-08T21:44:34Z
TXN-GEN-000000086,ACCT-00010,-1,140,ST,XPD,CP-902,BR-053,-1,10690.98,2025-01-02T13:43:14Z
TXN-GEN-000000087,ACCT-00010,-1,130,KN,UYW,CP-889,BR-004,-1,7807.08,2025-01-17T06:31:06Z
TXN-GEN-000000088,ACCT-00010,-1,80,FM,UYW,CP-902,BR-084,-1,3130.09,2025-01-04T02:00:03Z
TXN-GEN-000000089,ACCT-00010,-1,70,CN,MDL,CP-990,BR-021,-1,4122.29,2025-01-08T13:16:29Z
TXN-GEN-000000090,ACCT-00010,-1,120,ML,RWF,CP-902,BR-084,-1,7344.46,2025-01-16T12:19:59Z
TXN-GEN-000000091,ACCT-00010,-1,130,MU,PHP,CP-902,BR-060,-1,2554.64,2025-01-11T11:33:41Z
TXN-GEN-000000092,ACCT-00010,-1,110,SE,TMT,CP-990,BR-043,-1,960.48,2025-01-31T16:49:14Z
TXN-GEN-000000093,ACCT-00010,-1,90,RE,KZT,CP-889,BR-011,-1,206.06,2025-01-16T21:06:38Z
TXN-GEN-000000094,ACCT-00011,-1,120,MU,SDG,CP-902,BR-018,-1,7422.38,2025-01-08T14:37:55Z
TXN-GEN-000000095,ACCT-00011,-1,140,MW,HNL,CP-902,BR-004,-1,14407.81,2025-01-24T01:05:31Z
TXN-GEN-000000096,ACCT-00011,-1,100,CR,TJS,CP-990,BR-010,-1,4515.47,2025-01-27T20:12:19Z
TXN-GEN-000000097,ACCT-00011,-1,130,FJ,VES,CP-902,BR-069,-1,3742.49,2025-01-29T05:38:03Z
TXN-GEN-000000098,ACCT-00011,-1,90,NR,LSL,CP-902,BR-036,-1,2258.75,2025-01-17T15:36:17Z
TXN-GEN-000000099,ACCT-00011,-1,80,KG,NAD,CP-990,BR-002,-1,1333.41,2025-01-24T00:47:50Z
TXN-GEN-000000100,ACCT-00011,-1,90,GP,ALL,CP-889,BR-084,-1,4954.11,2025-01-20T17:50:57Z
TXN-GEN-000000101,ACCT-00011,-1,70,MY,XBD,CP-990,BR-047,-1,1435.21,2025-01-24T11:43:12Z
TXN-GEN-000000102,ACCT-00011,-1,110,GD,ZWG,CP-889,BR-005,-1,5489.06,2025-01-25T19:08:37Z
TXN-GEN-000000103,ACCT-00011,-1,100,SA,PHP,CP-889,BR-051,-1,2493.55,2025-01-02T05:17:18Z
TXN-GEN-000000104,ACCT-00011,-1,120,SA,WST,CP-990,BR-034,-1,12215.54,2025-01-30T19:14:20Z
TXN-GEN-000000105,ACCT-00011,-1,110,VG,TND,CP-889,BR-001,-1,4304.08,2025-01-25T13:56:38Z
TXN-GEN-000000106,ACCT-00011,-1,110,AG,UZS,CP-990,BR-029,-1,12157.58,2025-01-31T15:54:48Z
TXN-GEN-000000107,ACCT-00011,-1,90,TF,LKR,CP-889,BR-079,-1,203.13,2025-01-22T16:00:39Z
TXN-GEN-000000108,ACCT-00011,-1,120,LS,ISK,CP-990,BR-028,-1,3010.07,2025-01-02T15:37:58Z
TXN-GEN-000000109,ACCT-00011,-1,70,ES,XTS,CP-990,BR-074,-1,2121.47,2025-01-18T23:26:07Z
TXN-GEN-000000110,ACCT-00011,-1,110,LK,TND,CP-902,BR-070,-1,14033.23,2025-01-31T20:18:58Z
TXN-GEN-000000111,ACCT-00011,-1,100,AX,USN,CP-990,BR-022,-1,792.72,2025-01-30T21:17:59Z
TXN-GEN-000000112,ACCT-00012,-1,100,US,KPW,CP-902,BR-001,-1,1864.65,2025-01-12T07:27:48Z
TXN-GEN-000000113,ACCT-00012,-1,80,KG,UZS,CP-990,BR-090,-1,4940.57,2025-01-21T22:35:04Z
TXN-GEN-000000114,ACCT-00012,-1,90,GM,SLE,CP-902,BR-089,-1,3250.25,2025-01-05T22:17:41Z
TXN-GEN-000000115,ACCT-00012,-1,70,CU,XAF,CP-889,BR-015,-1,2055.44,2025-01-26T03:08:29Z
TXN-GEN-000000116,ACCT-00012,-1,70,SV,GEL,CP-889,BR-088,-1,1639.07,2025-01-14T01:44:26Z
TXN-GEN-000000117,ACCT-00012,-1,100,BR,JPY,CP-990,BR-028,-1,3568.85,2025-01-19T18:28:42Z
TXN-GEN-000000118,ACCT-00012,-1,100,GW,TND,CP-990,BR-019,-1,4793.25,2025-01-13T12:38:36Z
TXN-GEN-000000119,ACCT-00014,-1,100,YE,NAD,CP-902,BR-022,-1,1506.34,2025-01-12T17:29:23Z
TXN-GEN-000000120,ACCT-00014,-1,100,MD,MGA,CP-889,BR-035,-1,2019.25,2025-01-30T07:09:56Z
TXN-GEN-000000121,ACCT-00015,-1,140,IM,KGS,CP-990,BR-021,-1,6007.73,2025-01-19T00:25:55Z
TXN-GEN-000000122,ACCT-00015,-1,100,MN,USN,CP-902,BR-045,-1,3097.83,2025-01-02T21:16:01Z
TXN-GEN-000000123,ACCT-00015,-1,100,SM,SGD,CP-889,BR-032,-1,1644.43,2025-01-08T21:58:07Z
TXN-GEN-000000124,ACCT-00016,-1,130,PF,BND,CP-889,BR-017,-1,10745.23,2025-01-16T05:56:17Z
TXN-GEN-000000125,ACCT-00016,-1,90,VN,GYD,CP-902,BR-054,-1,1267.83,2025-01-17T19:09:25Z
TXN-GEN-000000126,ACCT-00017,-1,120,GS,MXN,CP-889,BR-028,-1,6323.14,2025-01-04T19:52:23Z
TXN-GEN-000000127,ACCT-00017,-1,120,JE,AZN,CP-889,BR-022,-1,10559.98,2025-01-08T02:28:10Z
TXN-GEN-000000128,ACCT-00017,-1,130,MO,BOB,CP-902,BR-068,-1,13756.82,2025-01-03T14:08:09Z
TXN-GEN-000000129,ACCT-00018,-1,120,AQ,AUD,CP-902,BR-063,-1,4200.04,2025-01-18T05:25:40Z
TXN-GEN-000000130,ACCT-00018,-1,90,UZ,YER,CP-902,BR-029,-1,4664.42,2025-01-02T03:53:50Z
TXN-GEN-000000131,ACCT-00018,-1,90,NE,SSP,CP-889,BR-055,-1,413.36,2025-01-30T17:30:41Z
TXN-GEN-000000132,ACCT-00018,-1,140,GM,BRL,CP-889,BR-004,-1,3738.88,2025-01-30T10:27:22Z
TXN-GEN-000000133,ACCT-00018,-1,70,TW,VED,CP-889,BR-074,-1,55.53,2025-01-31T08:30:10Z
TXN-GEN-000000134,ACCT-00018,-1,80,GL,TRY,CP-990,BR-004,-1,3248.15,2025-01-17T16:15:53Z
TXN-GEN-000000135,ACCT-00018,-1,70,BT,ETB,CP-889,BR-055,-1,3012.92,2025-01-24T07:11:19Z
TXN-GEN-000000136,ACCT-00018,-1,80,PG,MGA,CP-889,BR-042,-1,295.27,2025-01-25T21:55:45Z
TXN-GEN-000000137,ACCT-00018,-1,100,LA,XBD,CP-990,BR-085,-1,4376.08,2025-01-14T13:23:05Z
TXN-GEN-000000138,ACCT-00018,-1,100,EE,RSD,CP-889,BR-018,-1,3557.59,2025-01-27T15:48:54Z
TXN-GEN-000000139,ACCT-00019,-1,80,PT,XPD,CP-990,BR-088,-1,2002.40,2025-01-31T20:46:59Z
TXN-GEN-000000140,ACCT-00019,-1,110,AX,GHS,CP-990,BR-021,-1,1834.37,2025-01-15T04:01:16Z
TXN-GEN-000000141,ACCT-00019,-1,70,CM,CUP,CP-889,BR-048,-1,811.23,2025-01-20T21:49:25Z
TXN-GEN-000000142,ACCT-00019,-1,120,NC,JMD,CP-889,BR-082,-1,4619.41,2025-01-03T17:21:54Z
TXN-GEN-000000143,ACCT-00019,-1,110,ME,FJD,CP-990,BR-032,-1,7397.69,2025-01-28T21:50:57Z
TXN-GEN-000000144,ACCT-00019,-1,80,YE,THB,CP-902,BR-046,-1,2911.90,2025-01-02T19:02:41Z
TXN-GEN-000000145,ACCT-00019,-1,140,AX,INR,CP-902,BR-006,-1,6212.45,2025-01-21T12:24:37Z
TXN-GEN-000000146,ACCT-00019,-1,140,FO,UAH,CP-990,BR-049,-1,808.61,2025-01-13T19:30:24Z
TXN-GEN-000000147,ACCT-00019,-1,90,US,TND,CP-902,BR-027,-1,317.81,2025-01-15T21:12:28Z
TXN-GEN-000000148,ACCT-00019,-1,80,VI,JMD,CP-902,BR-002,-1,2634.97,2025-01-26T11:23:48Z
TXN-GEN-000000149,ACCT-00019,-1,120,NL,TRY,CP-990,BR-001,-1,12928.92,2025-01-18T02:37:24Z
TXN-GEN-000000150,ACCT-00019,-1,110,SS,KYD,CP-889,BR-021,-1,5781.09,2025-01-21T18:54:38Z
TXN-GEN-000000151,ACCT-00019,-1,110,HR,STN,CP-902,BR-017,-1,3349.55,2025-01-25T13:23:27Z
TXN-GEN-000000152,ACCT-00019,-1,90,BG,BWP,CP-902,BR-022,-1,4522.26,2025-01-16T10:41:30Z
TXN-GEN-000000153,ACCT-00019,-1,90,IS,VUV,CP-990,BR-026,-1,2629.88,2025-01-17T12:01:27Z
TXN-GEN-000000154,ACCT-00019,-1,100,PE,CDF,CP-902,BR-001,-1,3091.96,2025-01-19T13:44:08Z
TXN-GEN-000000155,ACCT-00020,-1,70,NL,XOF,CP-990,BR-073,-1,1257.67,2025-01-15T15:08:08Z
TXN-GEN-000000156,ACCT-00020,-1,70,US,NZD,CP-902,BR-069,-1,2110.03,2025-01-05T07:17:21Z
TXN-GEN-000000157,ACCT-00020,-1,100,DM,PKR,CP-889,BR-070,-1,1998.37,2025-01-14T07:01:31Z
TXN-GEN-000000158,ACCT-00020,-1,100,MO,PEN,CP-889,BR-082,-1,2571.22,2025-01-30T21:16:56Z
TXN-GEN-000000159,ACCT-00020,-1,120,KI,GIP,CP-889,BR-061,-1,2438.50,2025-01-10T13:51:17Z
TXN-GEN-000000160,ACCT-00020,-1,120,NI,KMF,CP-990,BR-043,-1,12773.88,2025-01-09T09:36:49Z
TXN-GEN-000000161,ACCT-00020,-1,100,AR,ERN,CP-990,BR-050,-1,4573.66,2025-01-23T06:57:08Z
TXN-GEN-000000162,ACCT-00020,-1,140,CA,HKD,CP-990,BR-041,-1,14338.46,2025-01-14T19:07:04Z
TXN-GEN-000000163,ACCT-00020,-1,140,CU,AMD,CP-902,BR-088,-1,13941.00,2025-01-22T03:22:50Z
TXN-GEN-000000164,ACCT-00020,-1,130,IQ,COP,CP-902,BR-030,-1,11623.30,2025-01-15T18:10:51Z
TXN-GEN-000000165,ACCT-00020,-1,120,SN,VUV,CP-902,BR-074,-1,1291.51,2025-01-10T10:11:26Z
TXN-GEN-000000166,ACCT-00020,-1,140,SI,XPT,CP-990,BR-026,-1,12564.30,2025-01-15T01:27:11Z
TXN-GEN-000000167,ACCT-00020,-1,130,NE,KRW,CP-889,BR-041,-1,13406.01,2025-01-22T04:56:21Z
TXN-GEN-000000168,ACCT-00020,-1,80,BW,SAR,CP-889,BR-032,-1,2975.94,2025-01-01T18:25:29Z
TXN-GEN-000000169,ACCT-00021,-1,80,BF,BZD,CP-902,BR-053,-1,270.25,2025-01-08T18:42:57Z
TXN-GEN-000000170,ACCT-00021,-1,140,IE,JOD,CP-902,BR-039,-1,8729.35,2025-01-05T09:05:11Z
TXN-GEN-000000171,ACCT-00021,-1,110,BL,XSU,CP-902,BR-040,-1,7258.62,2025-01-13T14:30:27Z
TXN-GEN-000000172,ACCT-00021,-1,130,WF,CHE,CP-889,BR-081,-1,3997.04,2025-01-21T10:32:32Z
TXN-GEN-000000173,ACCT-00022,-1,140,IO,PYG,CP-889,BR-086,-1,8067.39,2025-01-22T15:22:45Z
TXN-GEN-000000174,ACCT-00022,-1,90,GN,UGX,CP-902,BR-085,-1,1135.77,2025-01-26T04:03:34Z
TXN-GEN-000000175,ACCT-00023,-1,100,GG,LYD,CP-902,BR-022,-1,2174.64,2025-01-24T01:09:13Z
TXN-GEN-000000176,ACCT-00023,-1,110,MD,BHD,CP-902,BR-063,-1,14619.75,2025-01-01T21:08:43Z
TXN-GEN-000000177,ACCT-00023,-1,110,VU,HKD,CP-902,BR-033,-1,6737.42,2025-01-14T04:24:04Z
TXN-GEN-000000178,ACCT-00023,-1,120,TM,GNF,CP-902,BR-069,-1,6399.17,2025-01-04T07:53:42Z
TXN-GEN-000000179,ACCT-00023,-1,100,LY,PKR,CP-990,BR-079,-1,1323.63,2025-01-10T18:17:13Z
TXN-GEN-000000180,ACCT-00023,-1,110,SI,SZL,CP-889,BR-051,-1,14832.48,2025-01-05T16:31:09Z
TXN-GEN-000000181,ACCT-00024,-1,120,ST,DOP,CP-889,BR-029,-1,6625.25,2025-01-31T22:55:57Z
TXN-GEN-000000182,ACCT-00024,-1,110,IS,UZS,CP-990,BR-081,-1,6227.96,2025-01-01T22:42:07Z
TXN-GEN-000000183,ACCT-00024,-1,70,PF,SEK,CP-990,BR-009,-1,2825.36,2025-01-24T02:25:03Z
TXN-GEN-000000184,ACCT-00024,-1,110,AD,PLN,CP-889,BR-087,-1,9957.93,2025-01-12T20:39:05Z
TXN-GEN-000000185,ACCT-00024,-1,120,UG,UYW,CP-990,BR-054,-1,10740.23,2025-01-18T19:41:28Z
TXN-GEN-000000186,ACCT-00024,-1,110,NA,RON,CP-889,BR-037,-1,867.35,2025-01-03T17:24:40Z
TXN-GEN-000000187,ACCT-00024,-1,100,DM,AWG,CP-889,BR-008,-1,580.13,2025-01-11T16:15:48Z
TXN-GEN-000000188,ACCT-00024,-1,140,TM,MZN,CP-902,BR-055,-1,257.68,2025-01-20T17:52:27Z
TXN-GEN-000000189,ACCT-00024,-1,90,AS,BYN,CP-990,BR-074,-1,1471.95,2025-01-14T23:01:43Z
TXN-GEN-000000190,ACCT-00024,-1,100,BF,RON,CP-889,BR-025,-1,550.54,2025-01-04T08:51:40Z
TXN-GEN-000000191,ACCT-00024,-1,130,SD,AOA,CP-889,BR-006,-1,5662.50,2025-01-19T12:52:30Z
TXN-GEN-000000192,ACCT-00024,-1,130,MX,XPD,CP-889,BR-071,-1,10310.85,2025-01-30T15:07:16Z
TXN-GEN-000000193,ACCT-00024,-1,120,NF,DZD,CP-889,BR-061,-1,4591.02,2025-01-30T20:01:46Z
TXN-GEN-000000194,ACCT-00026,-1,110,MC,AZN,CP-990,BR-005,-1,9901.90,2025-01-15T01:57:07Z
TXN-GEN-000000195,ACCT-00026,-1,140,BE,DOP,CP-902,BR-041,-1,6316.90,2025-01-26T15:35:17Z
TXN-GEN-000000196,ACCT-00026,-1,140,RU,CHW,CP-990,BR-002,-1,13124.48,2025-01-20T15:08:15Z
TXN-GEN-000000197,ACCT-00026,-1,140,BN,DOP,CP-889,BR-060,-1,8649.21,2025-01-12T18:18:46Z
TXN-GEN-000000198,ACCT-00027,-1,90,TO,INR,CP-902,BR-031,-1,428.05,2025-01-31T02:59:06Z
TXN-GEN-000000199,ACCT-00027,-1,110,KP,OMR,CP-990,BR-086,-1,7985.69,2025-01-30T10:57:24Z
TXN-GEN-000000200,ACCT-00027,-1,130,MH,GMD,CP-902,BR-073,-1,2875.00,2025-01-27T10:21:07Z
TXN-GEN-000000201,ACCT-00027,-1,70,PS,XCD,CP-902,BR-035,-1,4171.66,2025-01-12T13:30:29Z
TXN-GEN-000000202,ACCT-00027,-1,70,CO,CHF,CP-902,BR-072,-1,2975.78,2025-01-11T21:13:11Z
TXN-GEN-000000203,ACCT-00028,-1,100,CI,SAR,CP-902,BR-056,-1,3916.67,2025-01-12T20:01:45Z
TXN-GEN-000000204,ACCT-00028,-1,130,GF,AOA,CP-990,BR-051,-1,6566.14,2025-01-10T01:55:18Z
TXN-GEN-000000205,ACCT-00028,-1,80,EH,MOP,CP-990,BR-032,-1,4674.14,2025-01-29T07:57:22Z
TXN-GEN-000000206,ACCT-00028,-1,90,ZW,PEN,CP-902,BR-085,-1,4986.19,2025-01-24T23:29:37Z
TXN-GEN-000000207,ACCT-00028,-1,100,SG,STN,CP-889,BR-019,-1,4990.53,2025-01-19T08:25:21Z
TXN-GEN-000000208,ACCT-00029,-1,120,OM,XTS,CP-902,BR-054,-1,11333.90,2025-01-19T03:43:54Z
TXN-GEN-000000209,ACCT-00029,-1,110,PN,EUR,CP-990,BR-074,-1,8924.22,2025-01-26T00:15:02Z
TXN-GEN-000000210,ACCT-00029,-1,90,SG,KMF,CP-902,BR-086,-1,4560.87,2025-01-01T12:19:58Z
TXN-GEN-000000211,ACCT-00029,-1,90,GT,MYR,CP-889,BR-006,-1,2091.60,2025-01-24T14:16:51Z
TXN-GEN-000000212,ACCT-00029,-1,90,TZ,KES,CP-990,BR-082,-1,4726.55,2025-01-29T11:21:48Z
TXN-GEN-000000213,ACCT-00029,-1,80,SH,SSP,CP-990,BR-012,-1,3841.07,2025-01-09T22:07:15Z
