transaction_key,account_key,secondary_account_key,transaction_type_code,country_code_2,currency_code,counterparty_account_key,branch_key,sub_account_key,amount,transaction_ts
TXN-GEN-000000023,ACCT-00002,-1,120,HN,AUD,CP-889,BR-052,-1,84.03,2025-01-14T05:02:27Z
TXN-GEN-000000024,ACCT-00002,-1,80,KG,PGK,CP-889,BR-054,-1,882.36,2025-01-02T11:09:46Z
TXN-GEN-000000025,ACCT-00002,-1,90,MD,UAH,CP-889,BR-068,-1,2994.74,2025-01-24T07:26:39Z
TXN-GEN-000000026,ACCT-00002,-1,130,BH,HNL,CP-889,BR-064,-1,3999.76,2025-01-15T10:57:20Z
TXN-GEN-000000027,ACCT-00002,-1,110,MV,OMR,CP-902,BR-088,-1,10108.67,2025-01-01T20:47:57Z
TXN-GEN-000000028,ACCT-00002,-1,100,GD,KGS,CP-902,BR-021,-1,1759.91,2025-01-20T18:36:43Z
TXN-GEN-000000029,ACCT-00002,-1,110,SV,XSU,CP-902,BR-071,-1,6307.90,2025-01-03T01:51:22Z
TXN-GEN-000000030,ACCT-00002,-1,90,BH,MZN,CP-889,BR-034,-1,1404.79,2025-01-27T03:44:42Z
TXN-GEN-000000031,ACCT-00002,-1,70,MZ,SAR,CP-889,BR-036,-1,1867.83,2025-01-25T09:25:11Z
TXN-GEN-000000032,ACCT-00002,-1,140,AR,JMD,CP-889,BR-032,-1,138.67,2025-01-22T11:07:24Z
TXN-GEN-000000033,ACCT-00002,-1,140,IN,BTN,CP-902,BR-026,-1,7055.53,2025-01-31T18:52:21Z
TXN-GEN-000000034,ACCT-00002,-1,100,TD,BZD,CP-889,BR-066,-1,749.99,2025-01-28T10:34:34Z
TXN-GEN-000000035,ACCT-00002,-1,110,GA,BTN,CP-990,BR-090,-1,10199.65,2025-01-30T15:40:50Z
TXN-GEN-000000036,ACCT-00002,-1,140,BR,FJD,CP-889,BR-018,-1,639.21,2025-01-09T05:41:40Z
TXN-GEN-000000037,ACCT-00002,-1,140,GA,SCR,CP-990,BR-038,-1,13984.87,2025-01-07T18:07:24Z
TXN-GEN-000000038,ACCT-00002,-1,140,MV,VES,CP-889,BR-042,-1,12328.88,2025-01-03T07:19:22Z
TXN-GEN-000000039,ACCT-00002,ACCT-00035,50,TK,GTQ,CP-889,BR-055,-1,1895.16,2025-01-18T00:23:36Z
TXN-GEN-000000040,ACCT-00002,-1,100,MR,PLN,CP-990,BR-047,-1,1127.96,2025-01-31T01:55:56Z
TXN-GEN-000000041,ACCT-00002,-1,130,VC,LBP,CP-902,BR-085,-1,11178.42,2025-01-11T15:38:42Z
TXN-GEN-000000042,ACCT-00002,-1,70,SH,LBP,CP-889,BR-063,-1,1912.96,2025-01-18T07:28:15Z
TXN-GEN-000000043,ACCT-00003,-1,80,AX,BBD,CP-902,BR-055,-1,2045.90,2025-01-16T08:00:23Z
TXN-GEN-000000044,ACCT-00003,-1,120,IQ,MVR,CP-889,BR-041,-1,8850.29,2025-01-08T18:44:53Z
TXN-GEN-000000045,ACCT-00005,-1,110,JO,GBP,CP-990,BR-056,-1,2745.96,2025-01-30T12:42:05Z
TXN-GEN-000000046,ACCT-00005,ACCT-00117,60,HR,ISK,CP-889,BR-005,-1,7858.86,2025-01-01T03:40:41Z
TXN-GEN-000000047,ACCT-00005,-1,110,VU,XTS,CP-990,BR-086,-1,5270.01,2025-01-19T23:00:28Z
TXN-GEN-000000048,ACCT-00005,-1,90,BA,VED,CP-990,BR-060,-1,735.10,2025-01-09T04:29:45Z
TXN-GEN-000000049,ACCT-00005,-1,130,IS,SDG,CP-990,BR-019,-1,13919.48,2025-01-06T21:21:55Z
TXN-GEN-000000050,ACCT-00005,-1,90,SA,THB,CP-990,BR-027,-1,3110.81,2025-01-06T16:44:27Z
TXN-GEN-000000051,ACCT-00005,-1,130,SJ,LBP,CP-902,BR-037,-1,12782.72,2025-01-10T13:53:46Z
TXN-GEN-000000052,ACCT-00005,-1,110,VN,TRY,CP-902,BR-044,-1,13685.81,2025-01-24T22:43:03Z
TXN-GEN-000000053,ACCT-00005,ACCT-00057,50,MK,DKK,CP-889,BR-089,-1,15761.32,2025-01-28T15:46:56Z
TXN-GEN-000000054,ACCT-00005,-1,70,GF,IRR,CP-889,BR-075,-1,3488.80,2025-01-06T10:56:25Z
TXN-GEN-000000055,ACCT-00006,-1,140,NL,AFN,CP-889,BR-085,-1,14887.06,2025-01-21T11:26:43Z
TXN-GEN-000000056,ACCT-00006,ACCT-00169,60,CZ,SLE,CP-889,BR-085,-1,3562.62,2025-01-07T09:25:34Z
TXN-GEN-000000057,ACCT-00006,-1,70,AD,VUV,CP-902,BR-006,-1,4878.98,2025-01-13T14:54:05Z
TXN-GEN-000000058,ACCT-00006,-1,140,AT,XBD,CP-889,BR-018,-1,6333.59,2025-01-28T18:24:20Z
TXN-GEN-000000059,ACCT-00006,-1,70,MQ,SYP,CP-990,BR-054,-1,1782.31,2025-01-01T16:16:42Z
TXN-GEN-000000060,ACCT-00006,ACCT-00128,50,FO,XTS,CP-990,BR-079,-1,9157.08,2025-01-04T23:18:39Z
TXN-GEN-000000061,ACCT-00006,ACCT-00043,50,TF,CLF,CP-889,BR-021,-1,6177.90,2025-01-11T02:13:59Z
TXN-GEN-000000062,ACCT-00006,-1,70,BO,XAG,CP-902,BR-065,-1,3352.44,2025-01-29T07:34:44Z
TXN-GEN-000000063,ACCT-00006,-1,80,MC,XDR,CP-990,BR-077,-1,2620.99,2025-01-09T07:35:51Z
TXN-GEN-000000064,ACCT-00006,-1,80,MU,CDF,CP-990,BR-017,-1,1345.70,2025-01-04T02:47:22Z
TXN-GEN-000000065,ACCT-00006,ACCT-00131,60,CW,XXX,CP-990,BR-049,-1,7187.34,2025-01-21T21:17:35Z
TXN-GEN-000000066,ACCT-00007,-1,120,MF,IQD,CP-902,BR-005,-1,2413.83,2025-01-11T12:55:58Z
TXN-GEN-000000067,ACCT-00008,-1,70,NG,AZN,CP-889,BR-058,-1,2817.33,2025-01-04T09:54:14Z
TXN-GEN-000000068,ACCT-00008,ACCT-00042,50,CW,SAR,CP-990,BR-087,-1,7016.10,2025-01-13T21:22:31Z
TXN-GEN-000000069,ACCT-00008,-1,100,IT,SEK,CP-889,BR-052,-1,480.46,2025-01-15T14:20:18Z
TXN-GEN-000000070,ACCT-00008,-1,130,RE,AOA,CP-889,BR-073,-1,5660.24,2025-01-19T08:06:07Z
TXN-GEN-000000071,ACCT-00008,ACCT-00007,60,SI,MAD,CP-990,BR-019,-1,17175.03,2025-01-02T17:49:54Z
TXN-GEN-000000072,ACCT-00008,ACCT-00188,60,GN,NGN,CP-990,BR-090,-1,16994.51,2025-01-31T09:39:58Z
TXN-GEN-000000073,ACCT-00008,-1,70,LY,KGS,CP-990,BR-070,-1,1505.50,2025-01-20T21:05:33Z
TXN-GEN-000000074,ACCT-00008,-1,140,MM,XBA,CP-990,BR-066,-1,12178.78,2025-01-31T20:55:27Z
TXN-GEN-000000075,ACCT-00008,-1,110,IM,MGA,CP-990,BR-020,-1,9012.34,2025-01-09T15:12:57Z
TXN-GEN-000000076,ACCT-00008,ACCT-00087,50,TT,SHP,CP-902,BR-045,-1,10995.02,2025-01-15T13:46:02Z
TXN-GEN-000000077,ACCT-00009,ACCT-00157,50,GY,PGK,CP-889,BR-078,-1,4588.14,2025-01-30T15:41:16Z
TXN-GEN-000000078,ACCT-00009,ACCT-00161,60,EH,GIP,CP-889,BR-088,-1,13873.32,2025-01-26T10:05:41Z
TXN-GEN-000000079,ACCT-00009,-1,70,CA,SLE,CP-990,BR-042,-1,4916.15,2025-01-27T02:28:26Z
TXN-GEN-000000080,ACCT-00009,-1,110,DE,VED,CP-902,BR-007,-1,5568.07,2025-01-17T11:35:57Z
TXN-GEN-000000081,ACCT-00009,-1,110,RO,CLF,CP-889,BR-008,-1,8878.14,2025-01-16T06:51:09Z
TXN-GEN-000000082,ACCT-00009,-1,70,TN,PLN,CP-902,BR-017,-1,936.59,2025-01-06T14:29:04Z
TXN-GEN-000000083,ACCT-00009,-1,100,OM,MVR,CP-902,BR-038,-1,523.72,2025-01-09T04:59:18Z
TXN-GEN-000000084,ACCT-00009,-1,140,MZ,GMD,CP-990,BR-051,-1,13762.39,2025-01-23T03:09:03Z
TXN-GEN-000000085,ACCT-00009,-1,140,LK,BAM,CP-990,BR-021,-1,4251.23,2025-01-30T02:08:55Z
TXN-GEN-000000086,ACCT-00009,ACCT-00118,50,NO,BDT,CP-889,BR-062,-1,7954.38,2025-01-27T06:21:38Z
TXN-GEN-000000087,ACCT-00009,ACCT-00187,50,TH,XCD,CP-902,BR-030,-1,18274.57,2025-01-18T13:03:04Z
TXN-GEN-000000088,ACCT-00009,-1,130,CR,BAM,CP-902,BR-074,-1,9867.94,2025-01-07T20:01:19Z
TXN-GEN-000000089,ACCT-00009,-1,80,KZ,VED,CP-889,BR-035,-1,1554.47,2025-01-06T07:32:28Z
TXN-GEN-000000090,ACCT-00009,-1,90,CK,XAF,CP-902,BR-054,-1,2621.50,2025-01-24T12:46:06Z
TXN-GEN-000000091,ACCT-00009,-1,80,VI,NAD,CP-889,BR-053,-1,3554.92,2025-01-06T14:54:58Z
TXN-GEN-000000092,ACCT-00009,ACCT-00189,60,SZ,HNL,CP-889,BR-031,-1,3641.84,2025-01-14T04:10:09Z
TXN-GEN-000000093,ACCT-00009,ACCT-00164,50,IQ,BWP,CP-889,BR-053,-1,10308.62,2025-01-15T06:38:14Z
TXN-GEN-000000094,ACCT-00009,-1,80,AS,TRY,CP-889,BR-010,-1,4561.12,2025-01-10T14:45:11Z
TXN-GEN-000000095,ACCT-00009,ACCT-00001,50,RO,UYI,CP-889,BR-066,-1,7459.79,2025-01-09T19:05:28Z
TXN-GEN-000000096,ACCT-00009,-1,110,TR,XBB,CP-889,BR-029,-1,8655.29,2025-01-16T19:47:45Z
TXN-GEN-000000097,ACCT-00009,-1,90,BW,AFN,CP-889,BR-008,-1,3864.88,2025-01-03T22:38:00Z
TXN-GEN-000000098,ACCT-00010,ACCT-00178,60,LC,SHP,CP-990,BR-006,-1,10592.53,2025-01-22T08:55:34Z
TXN-GEN-000000099,ACCT-00010,ACCT-00142,50,LK,XBA,CP-902,BR-001,-1,190.05,2025-01-09T07:15:49Z
TXN-GEN-000000100,ACCT-00010,-1,140,MW,UYW,CP-990,BR-005,-1,3646.88,2025-01-20T12:18:35Z
TXN-GEN-000000101,ACCT-00010,-1,100,NZ,STN,CP-889,BR-063,-1,2752.43,2025-01-26T07:06:07Z
TXN-GEN-000000102,ACCT-00010,-1,100,FO,LKR,CP-990,BR-085,-1,1036.17,2025-01-05T06:06:02Z
TXN-GEN-000000103,ACCT-00010,-1,140,SB,HNL,CP-902,BR-031,-1,4417.85,2025-01-16T03:58:22Z
TXN-GEN-000000104,ACCT-00010,ACCT-00015,50,IE,XBC,CP-990,BR-049,-1,17402.10,2025-01-04T14:29:12Z
TXN-GEN-000000105,ACCT-00010,-1,110,UA,SYP,CP-889,BR-029,-1,8709.71,2025-01-11T16:10:16Z
TXN-GEN-000000106,ACCT-00010,-1,80,MD,BZD,CP-902,BR-073,-1,3477.03,2025-01-21T14:09:27Z
TXN-GEN-000000107,ACCT-00010,ACCT-00123,50,SX,CAD,CP-990,BR-029,-1,1563.81,2025-01-13T22:36:48Z
TXN-GEN-000000108,ACCT-00010,ACCT-00088,50,HT,BND,CP-990,BR-067,-1,10691.91,2025-01-09T12:54:55Z
TXN-GEN-000000109,ACCT-00010,-1,90,CD,CUP,CP-990,BR-021,-1,1037.14,2025-01-09T00:18:56Z
TXN-GEN-000000110,ACCT-00010,-1,100,QA,NGN,CP-889,BR-006,-1,808.99,2025-01-24T05:43:58Z
TXN-GEN-000000111,ACCT-00010,-1,80,MN,GYD,CP-902,BR-019,-1,2152.44,2025-01-27T01:01:36Z
TXN-GEN-000000112,ACCT-00010,-1,120,MH,VUV,CP-990,BR-062,-1,8728.85,2025-01-02T10:48:08Z
TXN-GEN-000000113,ACCT-00011,-1,120,BL,RWF,CP-902,BR-083,-1,6772.70,2025-01-27T07:16:40Z
TXN-GEN-000000114,ACCT-00011,-1,130,SB,HTG,CP-902,BR-021,-1,5104.96,2025-01-21T07:26:29Z
TXN-GEN-000000115,ACCT-00011,-1,90,CR,AOA,CP-902,BR-073,-1,4374.90,2025-01-16T23:58:17Z
TXN-GEN-000000116,ACCT-00011,-1,120,NA,INR,CP-889,BR-012,-1,13244.20,2025-01-15T04:02:28Z
TXN-GEN-000000117,ACCT-00011,-1,70,SA,BHD,CP-902,BR-011,-1,199.58,2025-01-30T03:17:04Z
TXN-GEN-000000118,ACCT-00011,-1,80,CU,MYR,CP-990,BR-015,-1,2796.35,2025-01-04T11:41:21Z
TXN-GEN-000000119,ACCT-00011,-1,100,PH,CLF,CP-889,BR-047,-1,1609.11,2025-01-12T05:24:47Z
TXN-GEN-000000120,ACCT-00012,-1,100,DO,FJD,CP-990,BR-056,-1,4546.35,2025-01-24T16:12:00Z
TXN-GEN-000000121,ACCT-00012,-1,130,CR,WST,CP-889,BR-087,-1,4032.30,2025-01-28T18:23:54Z
TXN-GEN-000000122,ACCT-00012,-1,140,ID,VND,CP-902,BR-040,-1,9363.27,2025-01-20T12:28:37Z
TXN-GEN-000000123,ACCT-00012,-1,70,BS,VES,CP-990,BR-012,-1,88.60,2025-01-20T01:05:48Z
TXN-GEN-000000124,ACCT-00013,-1,70,BT,SGD,CP-990,BR-044,-1,4359.11,2025-01-02T00:13:14Z
TXN-GEN-000000125,ACCT-00013,-1,110,MM,XCD,CP-902,BR-049,-1,13628.70,2025-01-16T03:46:09Z
TXN-GEN-000000126,ACCT-00013,-1,90,PK,NGN,CP-889,BR-083,-1,3809.35,2025-01-18T00:57:11Z
TXN-GEN-000000127,ACCT-00013,-1,110,BV,CLF,CP-990,BR-053,-1,5789.30,2025-01-16T10:46:09Z
TXN-GEN-000000128,ACCT-00013,-1,70,HT,OMR,CP-990,BR-067,-1,4590.68,2025-01-18T04:11:16Z
TXN-GEN-000000129,ACCT-00013,ACCT-00182,60,AL,RUB,CP-902,BR-011,-1,14085.73,2025-01-08T19:16:56Z
TXN-GEN-000000130,ACCT-00013,-1,80,NG,VES,CP-990,BR-039,-1,127.69,2025-01-28T10:25:28Z
TXN-GEN-000000131,ACCT-00013,-1,100,DM,SDG,CP-902,BR-015,-1,3746.39,2025-01-06T12:51:57Z
TXN-GEN-000000132,ACCT-00013,-1,120,IQ,SLE,CP-902,BR-001,-1,12187.64,2025-01-12T10:03:21Z
TXN-GEN-000000133,ACCT-00013,-1,80,ZM,BSD,CP-889,BR-030,-1,1818.61,2025-01-23T12:01:11Z
TXN-GEN-000000134,ACCT-00013,-1,110,GT,TWD,CP-889,BR-015,-1,10240.89,2025-01-07T23:15:13Z
TXN-GEN-000000135,ACCT-00013,-1,90,LS,CLF,CP-990,BR-027,-1,4203.30,2025-01-01T19:32:05Z
TXN-GEN-000000136,ACCT-00013,-1,140,MZ,TND,CP-902,BR-044,-1,2964.79,2025-01-18T03:47:05Z
TXN-GEN-000000137,ACCT-00013,-1,70,HM,VED,CP-889,BR-030,-1,4182.90,2025-01-11T17:53:04Z
TXN-GEN-000000138,ACCT-00013,-1,90,YT,SVC,CP-889,BR-021,-1,66.17,2025-01-19T05:19:07Z
TXN-GEN-000000139,ACCT-00013,ACCT-00167,50,LV,RON,CP-990,BR-069,-1,10345.28,2025-01-06T19:53:14Z
TXN-GEN-000000140,ACCT-00013,-1,70,SZ,PHP,CP-902,BR-087,-1,4135.12,2025-01-25T08:05:12Z
TXN-GEN-000000141,ACCT-00013,-1,120,MQ,BIF,CP-990,BR-007,-1,5113.57,2025-01-04T08:57:42Z
TXN-GEN-000000142,ACCT-00013,-1,130,LR,RUB,CP-889,BR-026,-1,1849.32,2025-01-18T10:33:35Z
TXN-GEN-000000143,ACCT-00014,-1,90,SO,BND,CP-889,BR-002,-1,4934.66,2025-01-24T20:45:36Z
TXN-GEN-000000144,ACCT-00014,-1,120,NE,UYW,CP-902,BR-048,-1,13415.87,2025-01-13T17:56:46Z
TXN-GEN-000000145,ACCT-00015,-1,130,PK,BRL,CP-889,BR-080,-1,6744.20,2025-01-19T23:45:09Z
TXN-GEN-000000146,ACCT-00015,-1,110,BG,TOP,CP-990,BR-059,-1,701.57,2025-01-20T23:20:31Z
TXN-GEN-000000147,ACCT-00015,-1,100,NF,CZK,CP-990,BR-039,-1,2842.23,2025-01-09T22:43:54Z
TXN-GEN-000000148,ACCT-00015,-1,120,GH,KYD,CP-889,BR-064,-1,122.20,2025-01-05T06:38:35Z
TXN-GEN-000000149,ACCT-00015,-1,120,AI,SAR,CP-889,BR-037,-1,5220.45,2025-01-18T06:59:50Z
TXN-GEN-000000150,ACCT-00015,-1,140,SJ,MDL,CP-889,BR-007,-1,13440.29,2025-01-12T05:44:46Z
TXN-GEN-000000151,ACCT-00015,ACCT-00060,60,MQ,IQD,CP-990,BR-069,-1,13576.51,2025-01-12T11:58:57Z
TXN-GEN-000000152,ACCT-00015,-1,90,KH,RWF,CP-889,BR-008,-1,1390.63,2025-01-20T10:23:08Z
TXN-GEN-000000153,ACCT-00015,-1,80,GM,XAD,CP-902,BR-043,-1,3855.45,2025-01-06T01:56:18Z
TXN-GEN-000000154,ACCT-00015,-1,80,TZ,RSD,CP-889,BR-018,-1,1625.95,2025-01-04T18:28:01Z
TXN-GEN-000000155,ACCT-00015,-1,110,SJ,UYI,CP-889,BR-018,-1,5185.50,2025-01-29T23:52:55Z
TXN-GEN-000000156,ACCT-00015,-1,110,BA,COU,CP-902,BR-010,-1,2609.67,2025-01-13T07:53:06Z
TXN-GEN-000000157,ACCT-00015,-1,90,UM,KHR,CP-990,BR-079,-1,2165.13,2025-01-12T17:56:36Z
TXN-GEN-000000158,ACCT-00015,ACCT-00085,50,GQ,HUF,CP-902,BR-003,-1,10647.02,2025-01-16T14:50:06Z
TXN-GEN-000000159,ACCT-00015,-1,80,SV,BIF,CP-990,BR-030,-1,4112.03,2025-01-14T08:51:12Z
TXN-GEN-000000160,ACCT-00015,-1,120,LR,VUV,CP-990,BR-060,-1,595.67,2025-01-09T04:46:15Z
TXN-GEN-000000161,ACCT-00015,ACCT-00037,60,VE,KPW,CP-990,BR-053,-1,431.96,2025-01-09T01:53:08Z
TXN-GEN-000000162,ACCT-00015,-1,120,MO,SCR,CP-902,BR-075,-1,7605.80,2025-01-18T22:43:53Z
TXN-GEN-000000163,ACCT-00015,-1,110,GE,MNT,CP-990,BR-051,-1,12823.04,2025-01-24T16:01:46Z
TXN-GEN-000000164,ACCT-00016,-1,130,RE,KES,CP-902,BR-036,-1,6802.92,2025-01-24T10:49:31Z
TXN-GEN-000000165,ACCT-00016,-1,130,MG,DZD,CP-990,BR-012,-1,8950.96,2025-01-15T10:20:27Z
TXN-GEN-000000166,ACCT-00017,-1,80,TK,TWD,CP-990,BR-024,-1,4102.77,2025-01-27T00:07:44Z
TXN-GEN-000000167,ACCT-00019,-1,130,PG,TRY,CP-889,BR-022,-1,9790.49,2025-01-20T09:31:52Z
TXN-GEN-000000168,ACCT-00019,-1,80,BN,RUB,CP-889,BR-002,-1,4497.52,2025-01-06T15:52:42Z
TXN-GEN-000000169,ACCT-00019,-1,140,RS,JPY,CP-990,BR-035,-1,2357.56,2025-01-26T00:31:32Z
TXN-GEN-000000170,ACCT-00019,ACCT-00074,50,PA,BWP,CP-990,BR-074,-1,8742.65,2025-01-24T19:45:56Z
TXN-GEN-000000171,ACCT-00019,ACCT-00033,60,CX,UZS,CP-889,BR-066,-1,13049.15,2025-01-06T13:57:49Z
TXN-GEN-000000172,ACCT-00019,-1,100,MR,XXX,CP-902,BR-011,-1,4639.99,2025-01-27T10:54:56Z
TXN-GEN-000000173,ACCT-00019,-1,100,FR,XAF,CP-889,BR-034,-1,825.25,2025-01-01T10:08:31Z
TXN-GEN-000000174,ACCT-00019,-1,120,BO,MGA,CP-889,BR-044,-1,7190.19,2025-01-01T23:54:57Z
TXN-GEN-000000175,ACCT-00019,-1,120,MZ,XSU,CP-902,BR-041,-1,9761.07,2025-01-19T09:36:22Z
TXN-GEN-000000176,ACCT-00019,-1,100,DM,CRC,CP-990,BR-028,-1,1296.57,2025-01-18T15:52:10Z
TXN-GEN-000000177,ACCT-00019,-1,130,JM,AUD,CP-889,BR-028,-1,5177.81,2025-01-10T06:19:07Z
TXN-GEN-000000178,ACCT-00019,ACCT-00040,60,SS,HUF,CP-990,BR-083,-1,12440.87,2025-01-22T18:45:27Z
TXN-GEN-000000179,ACCT-00019,-1,140,BO,ZMW,CP-889,BR-041,-1,5365.86,2025-01-21T10:43:36Z
TXN-GEN-000000180,ACCT-00019,-1,90,CG,AED,CP-902,BR-047,-1,3534.40,2025-01-05T04:27:03Z
TXN-GEN-000000181,ACCT-00019,-1,110,PM,CZK,CP-990,BR-049,-1,210.58,2025-01-27T11:54:03Z
TXN-GEN-000000182,ACCT-00020,-1,140,KI,BND,CP-889,BR-083,-1,7152.42,2025-01-09T06:59:17Z
TXN-GEN-000000183,ACCT-00020,-1,110,RE,PLN,CP-902,BR-032,-1,2383.15,2025-01-13T20:06:48Z
TXN-GEN-000000184,ACCT-00020,-1,110,BH,XAU,CP-990,BR-015,-1,4582.50,2025-01-18T02:44:07Z
TXN-GEN-000000185,ACCT-00022,-1,100,DZ,AZN,CP-889,BR-068,-1,3303.04,2025-01-30T18:34:39Z
TXN-GEN-000000186,ACCT-00022,ACCT-00019,60,BT,UYW,CP-902,BR-088,-1,16936.16,2025-01-26T18:10:13Z
TXN-GEN-000000187,ACCT-00022,-1,130,SE,CZK,CP-889,BR-084,-1,6862.96,2025-01-30T01:27:56Z
TXN-GEN-000000188,ACCT-00023,-1,130,BY,AOA,CP-902,BR-020,-1,656.98,2025-01-02T12:52:39Z
TXN-GEN-000000189,ACCT-00023,-1,110,TD,UYU,CP-990,BR-083,-1,11957.92,2025-01-09T12:23:02Z
TXN-GEN-000000190,ACCT-00023,-1,90,CC,ERN,CP-990,BR-043,-1,1087.72,2025-01-13T08:17:49Z
TXN-GEN-000000191,ACCT-00023,-1,130,KR,PHP,CP-889,BR-044,-1,7416.50,2025-01-14T08:24:48Z
TXN-GEN-000000192,ACCT-00023,-1,80,QA,SOS,CP-902,BR-066,-1,4282.56,2025-01-28T14:51:02Z
TXN-GEN-000000193,ACCT-00023,-1,130,CA,SGD,CP-902,BR-080,-1,11982.63,2025-01-24T19:25:44Z
TXN-GEN-000000194,ACCT-00024,ACCT-00183,50,SD,NPR,CP-902,BR-054,-1,17997.89,2025-01-20T00:39:46Z
TXN-GEN-000000195,ACCT-00024,-1,80,AD,XXX,CP-889,BR-008,-1,151.65,2025-01-13T12:15:46Z
TXN-GEN-000000196,ACCT-00024,ACCT-00004,50,KP,UZS,CP-902,BR-022,-1,14862.32,2025-01-30T13:18:25Z
TXN-GEN-000000197,ACCT-00024,-1,120,PL,JMD,CP-902,BR-003,-1,8214.09,2025-01-17T19:21:14Z
TXN-GEN-000000198,ACCT-00024,ACCT-00134,50,MC,GIP,CP-889,BR-032,-1,17634.61,2025-01-27T09:23:12Z
TXN-GEN-000000199,ACCT-00024,ACCT-00008,60,AM,XXX,CP-902,BR-058,-1,1510.04,2025-01-12T09:26:28Z
TXN-GEN-000000200,ACCT-00024,ACCT-00149,50,AZ,TMT,CP-902,BR-022,-1,9535.50,2025-01-25T12:50:56Z
TXN-GEN-000000201,ACCT-00024,-1,110,MK,THB,CP-889,BR-015,-1,3779.29,2025-01-28T15:32:01Z
TXN-GEN-000000202,ACCT-00024,ACCT-00027,50,CF,NOK,CP-990,BR-047,-1,10125.32,2025-01-29T16:12:26Z
TXN-GEN-000000203,ACCT-00025,-1,110,SO,MOP,CP-889,BR-035,-1,12330.29,2025-01-23T23:49:30Z
TXN-GEN-000000204,ACCT-00025,-1,70,PY,SOS,CP-990,BR-085,-1,2908.91,2025-01-11T14:46:16Z
TXN-GEN-000000205,ACCT-00025,ACCT-00045,50,BG,GYD,CP-990,BR-017,-1,14506.10,2025-01-07T02:34:49Z
TXN-GEN-000000206,ACCT-00025,-1,110,LA,ZWG,CP-902,BR-060,-1,4849.88,2025-01-08T01:36:30Z
TXN-GEN-000000207,ACCT-00025,-1,130,SY,KZT,CP-990,BR-070,-1,10314.10,2025-01-22T03:00:12Z
TXN-GEN-000000208,ACCT-00025,-1,120,HT,GEL,CP-990,BR-032,-1,5224.95,2025-01-03T17:34:47Z
TXN-GEN-000000209,ACCT-00025,-1,70,IR,AOA,CP-990,BR-060,-1,1703.16,2025-01-17T00:19:07Z
TXN-GEN-000000210,ACCT-00025,-1,120,NG,OMR,CP-990,BR-065,-1,6240.71,2025-01-17T03:54:28Z
